hex,year,occ_den,sp_richness,sp_evenness
85187417fffffff,2015,144,30,0.8064676629369717
851955cbfffffff,2015,85,46,0.913961910200833
851958d7fffffff,2015,117,50,0.883228208402325
85195513fffffff,2015,135,52,0.912548848034877
8519464bfffffff,2015,190,68,0.8758855254907177
8519736bfffffff,2015,110,47,0.8327188676986341
8519558ffffffff,2015,51,25,0.8972415834021594
85194663fffffff,2015,259,139,0.9165541690348583
8519428bfffffff,2015,353,167,0.9512529913858963
8519580bfffffff,2015,44,20,0.9120723619335247
85195a37fffffff,2015,381,213,0.9699496458454356
8519428ffffffff,2015,179,87,0.9431249091768081
85195507fffffff,2015,65,34,0.8548405144614974
85194387fffffff,2015,77,54,0.9664916406960615
85195e93fffffff,2015,69,40,0.9625178041027761
851940cbfffffff,2015,327,118,0.9157012744083333
85187413fffffff,2015,42,23,0.9590665340840223
8519481bfffffff,2015,102,60,0.9600063871760622
85194623fffffff,2015,2913,294,0.683647431563394
85194627fffffff,2015,362,117,0.8492911416895269
85197373fffffff,2015,168,121,0.9789233914964398
851954affffffff,2015,37,36,0.9971903480488863
851942dbfffffff,2015,200,93,0.9164567980192536
851955d7fffffff,2015,104,74,0.9708699083911928
851950b3fffffff,2015,191,98,0.9606228774434477
85194023fffffff,2015,13,13,1.0000000000000004
8519556ffffffff,2015,13,13,1.0000000000000004
851954b7fffffff,2015,5,4,0.9609640474436812
8518742bfffffff,2015,5,3,0.9602297178607612
85197347fffffff,2015,54,28,0.9419405385806918
85195853fffffff,2015,103,54,0.9650577314633711
851955b3fffffff,2015,104,35,0.8334075236356512
851973d3fffffff,2015,2,2,1.0
85194a33fffffff,2015,30,23,0.9815769015822646
8519734ffffffff,2015,1,1,0.0
85194847fffffff,2015,2,2,1.0
85195eb7fffffff,2016,3042,1017,0.9357897555237392
85195eabfffffff,2016,563,335,0.9721891551877565
85195eb3fffffff,2016,2520,1015,0.9088587081302786
85195c47fffffff,2016,3931,1441,0.9445830139250037
85195e97fffffff,2016,5453,1849,0.9369619966588573
85195c53fffffff,2016,2089,794,0.9275796662493276
85195c4bfffffff,2016,3623,1189,0.915860662354297
85195c43fffffff,2016,3309,1264,0.9469033339623857
85195c5bfffffff,2016,2159,872,0.9411382439881484
85195e83fffffff,2016,135,114,0.9816309499795974
85195c73fffffff,2016,3548,1011,0.9085865668749674
85195c57fffffff,2016,1933,744,0.9226326911621494
85195c6bfffffff,2016,1407,869,0.9661599230145345
85195ea3fffffff,2016,1275,456,0.8860366190401205
85195c4ffffffff,2016,3043,1156,0.9466302365261393
85195c0bfffffff,2016,2439,422,0.8492998865255182
85195ccbfffffff,2016,925,209,0.7519271749620351
85195c7bfffffff,2016,1555,772,0.9670053675966676
85195127fffffff,2016,1064,524,0.9472623739817392
85195ea7fffffff,2016,803,532,0.9602990582582926
85195eaffffffff,2016,685,329,0.9779772287913764
85195c63fffffff,2016,4181,545,0.8035967843685482
85195ebbfffffff,2016,190,133,0.9772697912234921
85195e87fffffff,2016,76,40,0.9567372189110604
8519512ffffffff,2016,75,58,0.9733766113582288
85195e93fffffff,2016,62,38,0.9540026651893169
85195ccffffffff,2016,404,220,0.9148524372874044
8519590bfffffff,2016,5775,539,0.8045276336780731
85194acbfffffff,2016,8843,742,0.6716807161230555
85194e2ffffffff,2016,2626,776,0.9135740840908967
85194ad3fffffff,2016,10918,420,0.7401153488479612
8519460ffffffff,2016,433,199,0.9539432500281048
85194a07fffffff,2016,4381,446,0.7754219831021857
85194e1bfffffff,2016,677,128,0.7354169474342633
85195903fffffff,2016,8056,568,0.7383556671846393
8519425bfffffff,2016,384,154,0.9387536133889421
85194adbfffffff,2016,18831,664,0.7589715967945173
85194a83fffffff,2016,1381,211,0.846685279092365
85194203fffffff,2016,772,252,0.8997828173403705
8519423bfffffff,2016,4398,744,0.7163817863324473
85195da7fffffff,2016,17719,407,0.7549996576129511
85187293fffffff,2016,3242,324,0.8545714879627659
8519518bfffffff,2016,2289,303,0.8630631645838475
8519465bfffffff,2016,1380,231,0.8918096057290387
85194e6bfffffff,2016,18950,530,0.7540997735983763
85194a73fffffff,2016,1211,247,0.8607366002550247
85194a8ffffffff,2016,1099,370,0.8743736448980716
85195caffffffff,2016,6807,313,0.7962244656590716
85194a4bfffffff,2016,2328,242,0.7165385256833123
85195d87fffffff,2016,3960,539,0.7684618842467799
85195b83fffffff,2016,6311,192,0.6416541000412989
8519597bfffffff,2016,6285,780,0.7651150549153974
85195b93fffffff,2016,1846,277,0.7352941711831129
85195b7bfffffff,2016,2433,551,0.8123199050234323
851948cffffffff,2016,6135,882,0.8290847281109569
85194e83fffffff,2016,1307,519,0.9136098256899544
85195943fffffff,2016,4581,125,0.6908218509208505
85194143fffffff,2016,20788,752,0.7652874871720103
8519593bfffffff,2016,735,143,0.7865184811486791
85195d17fffffff,2016,5175,517,0.7619027518047415
851959c7fffffff,2016,6558,512,0.6347680420801167
851959c3fffffff,2016,1756,339,0.869630282902327
85195947fffffff,2016,4220,339,0.6905037794366715
85194a9bfffffff,2016,1299,217,0.7846244738192032
8519414bfffffff,2016,3081,325,0.8572179924805923
85195dbbfffffff,2016,6554,870,0.698965753688296
85194ac3fffffff,2016,15103,411,0.7540167636426636
85195953fffffff,2016,684,257,0.9022746267397775
851958a3fffffff,2016,2948,376,0.8615049526143801
8519598ffffffff,2016,4465,386,0.7732697995168137
85194323fffffff,2016,3017,285,0.6875939809838869
851874bbfffffff,2016,252,88,0.8978248047625725
8519594bfffffff,2016,3098,145,0.6537269303351131
85197333fffffff,2016,1380,267,0.8269095516348155
85195d33fffffff,2016,7216,733,0.848124331107058
85194e53fffffff,2016,6491,406,0.8032284825175193
85194ebbfffffff,2016,1282,290,0.8667588659246304
85194a93fffffff,2016,4627,530,0.7042682773496601
851958bbfffffff,2016,2450,316,0.7772539043914909
85195817fffffff,2016,6259,462,0.8243440644484821
85195c27fffffff,2016,1427,153,0.7701480647610297
85187437fffffff,2016,396,72,0.7879729462571735
85195d0bfffffff,2016,9469,514,0.7668190987472153
85194ed3fffffff,2016,5611,727,0.8295186891495058
85195c37fffffff,2016,5266,378,0.7569282337349653
85187467fffffff,2016,1670,291,0.7385183296782639
85195d67fffffff,2016,6939,835,0.830790943437442
85195867fffffff,2016,7735,1035,0.766218373527203
85195c23fffffff,2016,995,302,0.9105436886456459
8519414ffffffff,2016,5066,1228,0.8643636286895676
85195573fffffff,2016,5475,374,0.648442389095001
85195cbbfffffff,2016,8373,827,0.8341223099133747
851870d3fffffff,2016,2548,230,0.7435400423761446
85195d3bfffffff,2016,2476,488,0.77966372848057
85195d6ffffffff,2016,2894,475,0.8701837919386797
85194a57fffffff,2016,1545,331,0.8464448093330277
85195bc7fffffff,2016,2899,226,0.6468675004412171
85195b13fffffff,2016,2017,309,0.7864076741097978
85195963fffffff,2016,2680,139,0.7450863645678567
85194a5bfffffff,2016,5111,371,0.832260649725675
85195523fffffff,2016,1031,205,0.8087662750965322
85194643fffffff,2016,1222,141,0.7604149312499815
85194223fffffff,2016,5403,288,0.6838943447945453
85194a43fffffff,2016,2266,325,0.6923521571705895
85195877fffffff,2016,12830,1965,0.8015859280753586
85195833fffffff,2016,3463,271,0.7469761196221991
85195887fffffff,2016,2301,471,0.7843765545021228
8519590ffffffff,2016,4563,391,0.8638975582304981
85195bdbfffffff,2016,775,94,0.7414167561447
8519435bfffffff,2016,5737,387,0.8223514803192976
85195ca7fffffff,2016,4111,837,0.8449793069856327
85194a0ffffffff,2016,4555,538,0.8183660630691054
85195113fffffff,2016,8645,1492,0.9005400696568042
85195987fffffff,2016,2159,256,0.7489579318346103
8519426bfffffff,2016,4979,376,0.8438502487571273
85195d07fffffff,2016,3257,434,0.6897178862619409
85195bbbfffffff,2016,3837,258,0.6535646583935173
85194127fffffff,2016,17211,1248,0.7796347360925258
8519485bfffffff,2016,2373,590,0.8319325023974307
85194e5bfffffff,2016,3388,752,0.7900943090651262
85195b63fffffff,2016,1396,243,0.8656963289825937
85195893fffffff,2016,3143,565,0.8153143888638299
85195993fffffff,2016,2627,346,0.7702845807146526
85195d47fffffff,2016,4063,634,0.826865200171451
851959b3fffffff,2016,3808,457,0.7065574913801508
85195533fffffff,2016,508,76,0.7187322957504367
85195b6ffffffff,2016,614,160,0.8506036491301845
85195ba7fffffff,2016,1400,259,0.7312391535048068
85195d13fffffff,2016,1203,265,0.7018382160496607
85195577fffffff,2016,9386,590,0.6651566572876918
85194e8ffffffff,2016,2588,809,0.8909523708328231
85195d73fffffff,2016,11348,909,0.8128901254949595
85195dcbfffffff,2016,1785,143,0.7506621888211197
8519428ffffffff,2016,625,125,0.8454017942600581
85194e4ffffffff,2016,6331,541,0.7549691005646881
8519462bfffffff,2016,1947,331,0.8969718687643023
85195587fffffff,2016,512,105,0.7825931901029402
8519411bfffffff,2016,11414,695,0.7923307140197994
85194e63fffffff,2016,2186,321,0.8479900630432142
85194853fffffff,2016,2378,487,0.788771165745827
85195b8bfffffff,2016,1617,181,0.7349612151820514
851973d7fffffff,2016,666,143,0.839033536897426
85195907fffffff,2016,2916,326,0.7511072261149488
85194327fffffff,2016,8361,445,0.814523844722806
85195823fffffff,2016,4424,920,0.8341442119048754
85195cdbfffffff,2016,1820,372,0.872578336663378
85195563fffffff,2016,1086,202,0.7697811713833128
85194e07fffffff,2016,1361,311,0.8234073861160361
85195dc7fffffff,2016,1507,254,0.692791349032295
8519402ffffffff,2016,1300,210,0.8818988184958357
85195c83fffffff,2016,2082,183,0.7240190916263388
85195bb7fffffff,2016,2269,299,0.7272486501663623
85194a53fffffff,2016,5702,253,0.6666177731773992
85195b1bfffffff,2016,594,138,0.8354167669162537
8519591bfffffff,2016,4001,525,0.7482174076310667
8519599bfffffff,2016,1273,139,0.7942927387885731
85194e27fffffff,2016,6494,712,0.8138607115502118
85195957fffffff,2016,4610,210,0.7070345064668186
85194ad7fffffff,2016,4406,266,0.7602371819238588
851959abfffffff,2016,1592,360,0.8663194568008838
85194167fffffff,2016,7973,782,0.44688905326492745
85194217fffffff,2016,2532,345,0.7909244686247147
851955affffffff,2016,255,82,0.838581503189541
85195d2ffffffff,2016,6280,531,0.8260290343689509
851951b3fffffff,2016,6774,252,0.8645469892391119
85195883fffffff,2016,1163,210,0.8588018140808423
85195933fffffff,2016,1673,264,0.7585681689942436
85195d8bfffffff,2016,4902,243,0.8434870395982627
85194e2bfffffff,2016,3585,271,0.6330975250741073
85194367fffffff,2016,6791,371,0.4742751831840005
851874affffffff,2016,1952,692,0.9143080989596546
85195daffffffff,2016,8297,337,0.814493538852785
85195da3fffffff,2016,5203,693,0.8280415756792155
85194267fffffff,2016,4424,604,0.8231464014168235
8519582ffffffff,2016,1543,201,0.5493024353571643
85195983fffffff,2016,1006,150,0.7556865646924477
85194843fffffff,2016,4169,692,0.806850382866852
85194237fffffff,2016,2556,233,0.8681718655939304
85197377fffffff,2016,297,54,0.8019702164942529
851942d3fffffff,2016,1033,247,0.8607799696933609
85195d0ffffffff,2016,2878,247,0.6472871200103666
8519434bfffffff,2016,8318,881,0.8403430818693076
8519466ffffffff,2016,1115,216,0.7561618208836955
85195c93fffffff,2016,5707,407,0.7820092285450425
851875d3fffffff,2016,2378,615,0.8939006027635291
85195917fffffff,2016,4515,613,0.7802207783175176
85195db3fffffff,2016,7505,778,0.7928738701946784
85195bb3fffffff,2016,1956,137,0.7083064795205105
851951affffffff,2016,9441,696,0.7959690310699173
85197323fffffff,2016,1158,258,0.8396895687198351
85195b97fffffff,2016,1375,192,0.7097748613907181
85195ba3fffffff,2016,3157,351,0.8449716891472466
8519410bfffffff,2016,1800,348,0.8556652942558853
8519406ffffffff,2016,1350,163,0.7202399370354611
85195b9bfffffff,2016,7936,428,0.7986798653402577
8519430ffffffff,2016,3220,707,0.8346932389260107
85195c8ffffffff,2016,1410,212,0.7720559562603444
85194a13fffffff,2016,1592,286,0.8174227508279962
85194ac7fffffff,2016,8347,268,0.794771746013805
85194a03fffffff,2016,1815,312,0.7758660186594182
8519598bfffffff,2016,3641,252,0.714115460537046
85194e43fffffff,2016,905,300,0.8252199202744623
8519589bfffffff,2016,4803,418,0.680725460962481
85195d43fffffff,2016,1034,308,0.8439901009429872
8519431bfffffff,2016,913,412,0.9303740599481544
85194653fffffff,2016,1545,151,0.6716269539389175
85195ddbfffffff,2016,4061,211,0.7741236101609431
85195837fffffff,2016,1140,195,0.7873343881826821
85195d27fffffff,2016,4607,616,0.8024201049449124
85195cb7fffffff,2016,12228,1774,0.8731980224481272
851958a7fffffff,2016,591,141,0.8776465050190972
85195d77fffffff,2016,3981,615,0.740519849685457
851951a3fffffff,2016,10357,784,0.8066747965478447
85194ecbfffffff,2016,8935,1202,0.7832385447927349
8519595bfffffff,2016,1552,222,0.5373489289040244
85194107fffffff,2016,9563,907,0.7887719492097396
85194a7bfffffff,2016,829,237,0.8409920293521617
851941abfffffff,2016,11699,816,0.7961123248971523
85195913fffffff,2016,4949,384,0.7096997689377343
85195c67fffffff,2016,3463,280,0.823448009589208
85194eabfffffff,2016,1622,179,0.9143558744094279
85195863fffffff,2016,9034,931,0.8124177867299995
8519433bfffffff,2016,2123,301,0.786336443385399
85195b53fffffff,2016,604,62,0.6969655828503845
85194303fffffff,2016,2038,333,0.8667683166737092
85195b73fffffff,2016,679,262,0.875684278998629
85194153fffffff,2016,4767,486,0.8445924050446393
85194283fffffff,2016,3254,869,0.8896445079568708
851958b7fffffff,2016,2401,582,0.9193898148619234
85194ed7fffffff,2016,5836,575,0.8406498046606239
8519594ffffffff,2016,1047,79,0.7562876622041168
85194abbfffffff,2016,1365,287,0.7584748938397367
85194acffffffff,2016,2944,343,0.809515305264504
85195807fffffff,2016,4410,684,0.8588709870015336
85194e6ffffffff,2016,13317,500,0.7974812054042044
8519463bfffffff,2016,2407,408,0.9069087158887754
8519596bfffffff,2016,777,112,0.7613952591532221
8519432ffffffff,2016,4326,432,0.7779111398537026
85194147fffffff,2016,1745,279,0.8443028485387091
85194133fffffff,2016,2302,549,0.8606277681805393
85195c87fffffff,2016,7857,1011,0.8517783432390151
85195cc3fffffff,2016,2796,466,0.8320888577255401
85194a4ffffffff,2016,4314,628,0.8211948959921973
85194a47fffffff,2016,2347,620,0.8774620492444092
85195db7fffffff,2016,3867,467,0.7791092210968105
8519588ffffffff,2016,1826,341,0.8428336359015921
85195973fffffff,2016,2114,241,0.7301683131839598
8519416ffffffff,2016,5240,634,0.7831174368861752
85197337fffffff,2016,8551,398,0.8355950264312832
851948c3fffffff,2016,1115,327,0.8116281658813299
85194ec3fffffff,2016,1547,286,0.8009840487597141
851955b3fffffff,2016,307,104,0.8744334971566788
85194233fffffff,2016,877,167,0.6970823236760086
85194067fffffff,2016,971,97,0.7171665801298764
85195c2bfffffff,2016,4974,280,0.8490523788764115
851874b7fffffff,2016,2035,424,0.7684011545752819
85195d37fffffff,2016,7812,446,0.8123402088312355
85195537fffffff,2016,1083,211,0.8504306007471316
85195c3bfffffff,2016,1053,198,0.8573964504425086
85195babfffffff,2016,454,99,0.7731190538692455
8519582bfffffff,2016,7237,1135,0.7855253160659313
85194a0bfffffff,2016,2569,559,0.859538965191879
8519586ffffffff,2016,2040,352,0.8156951759186905
851876a7fffffff,2016,440,83,0.81032195435264
85194e0bfffffff,2016,609,101,0.8506257531930784
85194117fffffff,2016,16205,664,0.7613232012681003
85195597fffffff,2016,1003,158,0.8379486233743351
85194c5bfffffff,2016,4830,857,0.8589788312764151
851973abfffffff,2016,7561,290,0.8491172426234439
85194e47fffffff,2016,2489,404,0.7234411715325162
85195c97fffffff,2016,3539,368,0.7443270354385756
8519415bfffffff,2016,4128,733,0.8307294443205856
851959bbfffffff,2016,4629,306,0.7206034896338244
8519732ffffffff,2016,1837,109,0.6806066181507826
85195bd7fffffff,2016,1494,229,0.7625553073768787
85195b03fffffff,2016,1528,416,0.9052871011647563
85195593fffffff,2016,480,190,0.9336081515381304
85194e8bfffffff,2016,950,262,0.861303485456198
85195d1bfffffff,2016,4149,138,0.41759044935453293
85195b87fffffff,2016,1163,215,0.8314245477863329
8519410ffffffff,2016,2896,536,0.8411078840015451
851958cffffffff,2016,2094,498,0.9160011363347962
85194e17fffffff,2016,2797,413,0.8493300977686045
8519436bfffffff,2016,2462,528,0.8401200181059797
85194633fffffff,2016,1023,332,0.8147420100479524
8519484bfffffff,2016,4087,728,0.8187697701469058
8518748bfffffff,2016,1240,191,0.7725735573581406
851959d7fffffff,2016,1142,203,0.77851734691045
85194a8bfffffff,2016,2174,366,0.8574084928549063
8519420bfffffff,2016,744,222,0.8904424339387912
85194edbfffffff,2016,6097,1242,0.8441646223687741
85197327fffffff,2016,5049,257,0.8504248275921767
85195997fffffff,2016,2398,321,0.7718087568008111
85195cb3fffffff,2016,21277,2283,0.8477186670879122
85195d23fffffff,2016,1495,403,0.8771030020523631
85194e7bfffffff,2016,1692,309,0.806605897929681
85195b57fffffff,2016,1623,525,0.9092699878558285
85194647fffffff,2016,620,113,0.8283486053747736
85194e67fffffff,2016,4364,404,0.8359016132848103
85195cabfffffff,2016,3041,352,0.8580500248966056
85195803fffffff,2016,4722,793,0.8361020878248451
851958d3fffffff,2016,463,163,0.848753813113437
851955a3fffffff,2016,647,208,0.839753726832688
85195d2bfffffff,2016,7575,839,0.8773629155068837
8519422bfffffff,2016,2709,348,0.7681090737250823
85194857fffffff,2016,1313,386,0.858736313206788
85194307fffffff,2016,1596,321,0.8704515666005098
85195b0bfffffff,2016,1887,541,0.822927722150373
8519464ffffffff,2016,529,95,0.8351069735407648
85195d8ffffffff,2016,4975,382,0.698102188407204
85194263fffffff,2016,3511,582,0.8708075214148522
85194227fffffff,2016,663,234,0.9033372810727825
8519588bfffffff,2016,663,177,0.8242474566135773
85195d97fffffff,2016,4250,713,0.8780851277569718
8519554bfffffff,2016,658,252,0.8961209159982341
85195bcffffffff,2016,338,93,0.8606577960500545
85195c9bfffffff,2016,1792,354,0.7833796410630371
85194e3bfffffff,2016,677,166,0.9182645365733508
85195813fffffff,2016,1341,289,0.8877317739243766
851959dbfffffff,2016,759,200,0.8566636093958789
85195d53fffffff,2016,595,161,0.8763038503249301
851958cbfffffff,2016,351,132,0.9158915518115206
85195d6bfffffff,2016,2145,407,0.8273367406083988
85194a1bfffffff,2016,1558,355,0.877435281901912
8519405bfffffff,2016,865,180,0.8391428358894415
85195b6bfffffff,2016,911,282,0.8778573322787715
8519581bfffffff,2016,1671,593,0.9040670465790646
85195c77fffffff,2016,2045,655,0.8752360987040699
85195d03fffffff,2016,1465,184,0.748735598540618
8519553bfffffff,2016,725,211,0.8609209569750106
85195d57fffffff,2016,657,174,0.7750538168413985
85195b4bfffffff,2016,668,86,0.7614313861327432
85195827fffffff,2016,1541,251,0.6999153060211659
85195517fffffff,2016,974,187,0.7742352058102457
8519430bfffffff,2016,5571,889,0.8171740201955895
85187433fffffff,2016,601,164,0.7937167393534164
851874abfffffff,2016,1126,211,0.8499077916095081
85195dabfffffff,2016,1728,357,0.8859332196248328
8519416bfffffff,2016,4330,826,0.8276364529060211
85194e87fffffff,2016,4023,731,0.8393491024385143
85195583fffffff,2016,931,314,0.8639968120231867
8519466bfffffff,2016,1154,166,0.8865564969178649
85194e0ffffffff,2016,2554,337,0.8193725445819533
8518746bfffffff,2016,552,147,0.8334888873806038
85195c0ffffffff,2016,3665,218,0.8386416450819736
85194337fffffff,2016,3273,335,0.8471401268565244
8519429bfffffff,2016,1044,195,0.877858801810605
8519422ffffffff,2016,1504,285,0.8798238694283649
8518740bfffffff,2016,1671,625,0.8696679490477679
8519739bfffffff,2016,835,142,0.9357595177369457
8519426ffffffff,2016,957,323,0.9124355803320126
85195b8ffffffff,2016,602,199,0.8997246908542573
85194353fffffff,2016,3800,378,0.8341526452311424
85194673fffffff,2016,489,127,0.8277038769640523
851958c7fffffff,2016,858,88,0.7265495842008263
85194e77fffffff,2016,2325,248,0.7944823626524019
8519427bfffffff,2016,2842,304,0.8145514020982826
851955abfffffff,2016,526,214,0.9276566978358955
8519461bfffffff,2016,399,107,0.8511855432925376
85187487fffffff,2016,597,191,0.8875804319578922
8519460bfffffff,2016,381,149,0.8816744696869555
85195a2ffffffff,2016,776,223,0.8556187577623209
85195b0ffffffff,2016,43,17,0.906806039221085
85195b47fffffff,2016,2251,417,0.8822797959038481
851959cffffffff,2016,1587,266,0.8658954603730564
85194103fffffff,2016,1247,583,0.9309908335467685
851958affffffff,2016,245,91,0.8920314404331268
85194677fffffff,2016,1085,397,0.854002889445964
85195cd3fffffff,2016,1023,260,0.801634097779906
8519738ffffffff,2016,968,279,0.9096494572299499
85194657fffffff,2016,4218,214,0.8693555439317847
85194043fffffff,2016,752,191,0.8824527201844934
85194277fffffff,2016,2939,712,0.9160541948979808
8519413bfffffff,2016,1840,546,0.8552800709147801
85195b17fffffff,2016,1430,436,0.8883926949055536
85195d93fffffff,2016,1019,182,0.6519367410669663
85195cd7fffffff,2016,1219,242,0.8833205721252017
85194607fffffff,2016,472,254,0.9401207387754722
8519417bfffffff,2016,1258,447,0.9210095031178968
85195567fffffff,2016,1483,388,0.8915640545107733
85195bc3fffffff,2016,805,254,0.8973800003931691
85195c2ffffffff,2016,1050,270,0.8864964073374355
8519552ffffffff,2016,1311,187,0.7296102569571092
85194a87fffffff,2016,497,150,0.8729863973445154
851870dbfffffff,2016,2701,411,0.8699937248833979
85194113fffffff,2016,3117,577,0.8368220712009472
8519558bfffffff,2016,222,88,0.9185301079672566
85187463fffffff,2016,495,166,0.9105675494214652
85187403fffffff,2016,505,161,0.9132769042939123
85195557fffffff,2016,1727,403,0.9108519630288848
851870cbfffffff,2016,1144,190,0.9004019328346633
85194e4bfffffff,2016,4584,430,0.8382588305920738
8519557bfffffff,2016,526,235,0.9191981235294797
851951bbfffffff,2016,4941,601,0.8347898024102128
8519412ffffffff,2016,1006,453,0.9049680613541159
8519420ffffffff,2016,1684,367,0.8026605463279749
85195107fffffff,2016,13326,1774,0.8240842776535822
85187413fffffff,2016,182,87,0.953896596436199
8519738bfffffff,2016,1117,203,0.9040917326992841
85195baffffffff,2016,1368,220,0.851894413197082
851955cffffffff,2016,241,120,0.9549721118873538
85195853fffffff,2016,236,96,0.9356652390415325
85194eb3fffffff,2016,1304,291,0.8828249994202636
851955dbfffffff,2016,692,267,0.9327923187836455
85195117fffffff,2016,5581,891,0.8965017314657138
851943d3fffffff,2016,731,301,0.925637279519185
85194ea3fffffff,2016,158,62,0.8141333200930856
85194173fffffff,2016,1930,313,0.8385066452116297
85195b4ffffffff,2016,972,418,0.9124284970337335
85195547fffffff,2016,1369,470,0.8830563995157912
85194157fffffff,2016,4370,398,0.840518337148385
8519513bfffffff,2016,5186,336,0.8205462521378998
85195c07fffffff,2016,2335,205,0.8634776037994641
8519733bfffffff,2016,694,314,0.960844189402885
85194e57fffffff,2016,186,91,0.8777249111870767
85195553fffffff,2016,707,248,0.9366418007061619
851940dbfffffff,2016,4288,316,0.8343478368269555
85187493fffffff,2016,623,330,0.9533375653696997
85195c03fffffff,2016,936,237,0.8995590881176042
85195123fffffff,2016,1243,262,0.8696884070562425
85194377fffffff,2016,1728,340,0.7618548035630158
851951abfffffff,2016,11684,1296,0.8667496137809493
85195d4bfffffff,2016,648,166,0.891690892920992
85187473fffffff,2016,189,83,0.9377649866099618
85197383fffffff,2016,646,84,0.8474746749983637
8519404bfffffff,2016,7634,454,0.8444238926152406
851946affffffff,2016,2376,310,0.8672959345336817
851874b3fffffff,2016,479,242,0.9225426849102474
851943a7fffffff,2016,3567,344,0.8359083435409896
85194617fffffff,2016,485,145,0.791375022655664
851955d3fffffff,2016,1177,216,0.882625048931235
851941affffffff,2016,1709,569,0.9160210679140396
851943dbfffffff,2016,1047,162,0.8979975323237551
851958b3fffffff,2016,753,298,0.9449763380654906
851874a7fffffff,2016,435,255,0.9559546733149389
8519484ffffffff,2016,15722,487,0.7996614122870831
85197307fffffff,2016,235,116,0.8975435293685814
8519583bfffffff,2016,13261,1401,0.8479931996116156
85195d4ffffffff,2016,938,381,0.9437401502481965
85194e03fffffff,2016,181,65,0.8607324610494425
85194137fffffff,2016,2137,737,0.9414431393023933
851959cbfffffff,2016,412,147,0.8277770682520506
851951b7fffffff,2016,19798,492,0.7154458108064027
85195897fffffff,2016,448,134,0.8941691928654855
8519550bfffffff,2016,430,237,0.9470461479447895
8519438ffffffff,2016,6095,195,0.8918252812920877
85194003fffffff,2016,6555,255,0.8746204028571767
851942c7fffffff,2016,1170,222,0.8792779940875345
85197303fffffff,2016,303,184,0.9669486817798739
8519424ffffffff,2016,3435,230,0.7652678424890608
85197317fffffff,2016,543,196,0.9478379000295668
85197367fffffff,2016,699,166,0.8586294042195353
85194243fffffff,2016,1495,201,0.905401229421131
851955d7fffffff,2016,127,81,0.9695814257699409
85195a23fffffff,2016,200,100,0.9485479702042552
85194a3bfffffff,2016,891,226,0.9181684356331745
85194aabfffffff,2016,452,197,0.8927081464768334
85195a2bfffffff,2016,328,218,0.9552733261599715
851959b7fffffff,2016,1378,234,0.9096655898591058
8518746ffffffff,2016,1778,411,0.8848070117426434
8519403bfffffff,2016,125,58,0.9070587650115534
851870d7fffffff,2016,784,286,0.925025263983333
85194aa3fffffff,2016,1101,300,0.9077741543817881
85195097fffffff,2016,365,173,0.9546928561439869
8518743bfffffff,2016,233,160,0.9568247804502228
851955bbfffffff,2016,253,125,0.9554968763296458
851973cffffffff,2016,107,103,0.9942434036233425
851942bbfffffff,2016,835,186,0.8884833861024345
85194373fffffff,2016,40196,1101,0.7466124919299834
85194053fffffff,2016,625,156,0.9000219275959421
85194073fffffff,2016,286,100,0.9121600815932113
85194383fffffff,2016,1582,225,0.895922519305748
85194293fffffff,2016,2265,296,0.8551342080978406
851942d7fffffff,2016,8087,213,0.8111660192348348
851942b3fffffff,2016,1356,183,0.8599410738820241
85194c4bfffffff,2016,11585,668,0.7733924791924933
85195d5bfffffff,2016,437,121,0.8951328035226405
8519510ffffffff,2016,4477,343,0.8242820462138684
851943cffffffff,2016,3826,148,0.8471469485641797
8519400bfffffff,2016,480,144,0.9302784002993845
85194207fffffff,2016,2901,476,0.8518563780881266
8519434ffffffff,2016,16586,1300,0.799108534753177
85195dd7fffffff,2016,2042,369,0.6120463425358853
85194c43fffffff,2016,1117,279,0.8859763627619008
851943abfffffff,2016,1559,234,0.9014906347926219
851973affffffff,2016,759,131,0.9025206182941288
8519518ffffffff,2016,3452,318,0.860881542791421
85195d9bfffffff,2016,1889,232,0.8904595019327537
851943b7fffffff,2016,1934,641,0.9178171335938665
85194e97fffffff,2016,1590,529,0.8740201370642176
851951a7fffffff,2016,1620,427,0.9145550657378021
85194393fffffff,2016,110,67,0.950929264402702
8519424bfffffff,2016,696,223,0.910331921240814
85194213fffffff,2016,1371,241,0.9001819783367415
851943c3fffffff,2016,997,155,0.8909641501298959
85194e23fffffff,2016,282,92,0.9331053187870773
85195187fffffff,2016,2375,333,0.8563577372245696
85194333fffffff,2016,1693,151,0.7289687426869511
85187447fffffff,2016,151,68,0.9532748303729103
85194363fffffff,2016,3499,205,0.3766786456535241
85194c53fffffff,2016,1681,191,0.8881492215399086
851958d7fffffff,2016,167,69,0.9178423715296808
8519400ffffffff,2016,1160,171,0.9219946189898857
851942cbfffffff,2016,621,123,0.9093077995277602
85194253fffffff,2016,620,128,0.9253640583105741
851946cffffffff,2016,696,116,0.9153931099935592
8519438bfffffff,2016,43,31,0.9626076003477164
85194247fffffff,2016,894,176,0.8886473479655792
85195c1bfffffff,2016,760,200,0.919246895311092
85194273fffffff,2016,814,205,0.7763196875440038
851948cbfffffff,2016,1440,442,0.9210632000333996
8519519bfffffff,2016,932,314,0.9313407804415587
851942affffffff,2016,2193,209,0.8804903052600392
